id,sea_skill,tp_skill
TGS-2014500782,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Health, Safety And Environment Procedures Implementation', 'Organisational Risk Management', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Hazards Identification']",['Hazards Identification']
TGS-2014500791,"['Risk Management', 'Risk And Compliance Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Management And Administration', 'Communication', 'Risk Assessment', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Hazards Identification']",['Workplace Safety And Health Control Measures']
TGS-2014500792,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health', 'Hazards Identification']",['Hazards Identification']
TGS-2014500807,"['Workplace Safety And Health', 'Emergency Response Planning', 'Emergency Management']",['Emergency Response Management']
TGS-2014500814,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Management In Construction Industry']
TGS-2014500815,"['Communication', 'Service Challenges']",['Service Challenges']
TGS-2014500836,"['Interviewing', 'Workplace Safety And Health For Incident And Accident Investigation', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Incident Management', 'Problem Management']",['Workplace Safety And Health Incident Management']
TGS-2014500849,"['Workplace Safety And Health Policy Development', 'Workplace Safety And Health']",['Workplace Safety And Health Policy Development']
TGS-2014500868,['Workplace Safety And Health'],['Workplace Safety And Health Performance Management']
TGS-2014500890,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Control And Response Planning', 'Risk Management And Administration', 'Risk Assessment', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Hazards Identification']",['Workplace Safety And Health Control Measures']
TGS-2014500894,"['Audit Management', 'Workplace Safety And Health']",['Workplace Safety And Health Audit System Management']
TGS-2014500895,"['Workplace Safety And Health Audit Programme Management', 'Workplace Safety And Health']",['Workplace Safety And Health Audit Programme Management']
TGS-2014500896,['Workplace Safety And Health'],['Workplace Safety And Health Culture Management']
TGS-2014500897,['Workplace Safety And Health'],['Workplace Safety And Health System Management']
TGS-2014500918,"['Workplace Safety And Health Culture Management', 'Workplace Safety And Health']",['Workplace Safety And Health Culture Management']
TGS-2014500927,"['Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Decision Making', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Hazards Identification']","['Workplace Safety And Health Policy Development', 'Hazards Identification']"
TGS-2014501094,"['Workplace Safety And Health For Incident And Accident Investigation', 'Audit Management', 'Communication', 'Behavioural Safety Management', 'Environmental Management System Framework Development And Implementation', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Emergency Response Planning', 'Audit And Compliance', 'Incident And Accident Investigation', 'Workplace Safety And Health Management In Construction Industry']","['Risk Management', 'Workplace Safety And Health Policy Development', 'Workplace Safety And Health Audit Programme Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health System Management', 'Technical Writing', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']"
TGS-2014501097,['Workplace Safety And Health'],['Workplace Safety And Health Performance Management']
TGS-2014501103,"['Emergency Management', 'Confined Space Work', 'Hazards Identification']",['Confined Space Management']
TGS-2014501104,"['Risk Management', 'Risk And Compliance Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Control And Response Planning', 'Risk Management And Administration', 'Risk Assessment', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Legal And Compliance Management', 'Hazards Identification']",['Workplace Safety And Health Control Measures']
TGS-2014501110,"['Workplace Safety And Health', 'Risk Assessment']",['Risk Management']
TGS-2014501111,"['Operational Excellence', 'Workplace Safety And Health']",['Workplace Safety And Health Performance Management']
TGS-2014501139,"['Workplace Safety And Health For Incident And Accident Investigation', 'Communication', 'Decision Making', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Emergency Response Planning', 'Practice Supervision']","['Emergency Response Management', 'Workplace Safety And Health Performance Management', 'Workplace Safety And Health Incident Management', 'Workplace Safety And Health System Management', 'Workplace Safety And Health Culture Management', 'Workplace Safety And Health Policy Development', 'Hazards Identification']"
TGS-2014501140,"['Workplace Safety And Health Control Measures', 'Workplace Safety And Health For Incident And Accident Investigation', 'Decision Making', 'Workplace Safety And Health']","['Workplace Safety And Health Policy Development', 'Hazards Identification']"
TGS-2014501169,"['Risk Management', 'Risk And Compliance Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Management And Administration', 'Risk Assessment', 'Workplace Safety And Health Management In Marine Industry', 'Workplace Safety And Health Management In Chemical, Process, Pharmaceutical Industries And Laboratories', 'Workplace Safety And Health Management In Manufacturing Industry', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Hazards Identification']
TGS-2014501183,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Risk Control And Response Planning', 'Risk Management And Administration', 'Risk Assessment', 'Workplace Safety And Health Management In Marine Industry', 'Workplace Safety And Health Management In Chemical, Process, Pharmaceutical Industries And Laboratories', 'Documentation', 'Workplace Safety And Health Management In Manufacturing Industry', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Workplace Safety And Health Management In Construction Industry']",['Workplace Safety And Health Control Measures']
TGS-2014501224,"['Documentation', 'Emergency Response Planning', 'Workplace Safety And Health', 'Emergency Management']",['Emergency Response Management']
TGS-2014501241,"['Incident And Accident Investigation', 'Workplace Safety And Health For Incident And Accident Investigation', 'Workplace Safety And Health']",['Workplace Safety And Health Incident Management']
TGS-2014501243,"['Steering And Helmsmanship', 'Workplace Safety And Health For Incident And Accident Investigation', 'Behavioural Safety Management', 'Workplace Safety And Health']",['Behavioural Safety Management']
TGS-2014501269,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Health, Safety And Environment Procedures Implementation', 'Organisational Risk Management', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health']",['Hazards Identification']
TGS-2014501276,['Workplace Safety And Health'],['Workplace Safety And Health Policy Development']
TGS-2014501306,"['Workplace Safety And Health For Incident And Accident Investigation', 'Communication', 'Decision Making', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health', 'Practice Supervision', 'Workplace Safety And Health Management In Construction Industry']","['Emergency Response Management', 'Workplace Safety And Health Culture Management', 'Workplace Safety And Health Incident Management', 'Workplace Safety And Health System Management', 'Workplace Safety And Health Performance Management', 'Workplace Safety And Health Policy Development', 'Workplace Safety And Health Management In Construction Industry', 'Hazards Identification']"
TGS-2014501308,"['Workplace Safety And Health For Marine Mechanical Installation', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health Management In Marine Industry', 'Health, Safety And Environment Procedures Implementation', 'Workplace Health Management', 'Workplace Safety And Health', 'Apply Workplace Safety And Health In Shipyard (General Trade)', 'Hazards Identification']",['Workplace Safety And Health For Marine Mechanical Installation']
